Label0,Label1,Label2,Label3,Label4,Label5,Label6,Label7,Label8,Label9,LabelDesc,LabelScore0,LabelScore1,LabelScore2,LabelScore3,LabelScore4,LabelScore5,LabelScore6,LabelScore7,LabelScore8,LabelScore9,name,Label,LabelNew,Centroid,CentroidAttr
sleeve,plaid,tartan,pattern,design,shirt,button,product,,,sleeve sleeve sleeve sleeve sleeve sleeve sleeve sleeve sleeve plaid plaid plaid plaid plaid plaid plaid plaid plaid tartan tartan tartan tartan tartan tartan tartan tartan tartan pattern pattern pattern pattern pattern pattern pattern pattern design design design design design design design design shirt shirt shirt shirt shirt shirt shirt shirt button button button button button button button product product product product product product ,0.9245030283927917,0.9230057597160339,0.9149923920631409,0.846535325050354,0.7799394726753235,0.7757865786552429,0.718912661075592,0.6460098624229431,,,002bd2213fa2d833382f25ac8f22998d/image_2.jpg,4,plaid_tartan_shirt,True,"plaid, tartan, shirt, button, design, pattern, product, sleeve, outerwear, jacket"
active shorts,plaid,shorts,tartan,pattern,design,trunks,product,waist,,active shorts active shorts active shorts active shorts active shorts active shorts active shorts active shorts active shorts plaid plaid plaid plaid plaid plaid plaid plaid shorts shorts shorts shorts shorts shorts shorts shorts tartan tartan tartan tartan tartan tartan tartan tartan pattern pattern pattern pattern pattern pattern pattern design design design design design design design trunks trunks trunks trunks trunks trunks trunks product product product product product waist waist waist waist waist ,0.8566184639930725,0.8070042133331299,0.7772446870803833,0.7598347663879395,0.7221006155014038,0.686616063117981,0.6825371980667114,0.5375314950942993,0.5182593464851379,,003be2516c1aa025681cb520b11e950f/image_1.jpg,0,font_product_accessory,False,"font, product, accessory, design, shorts, pattern, line, symmetry, red, textile"
tartan,pattern,plaid,design,,,,,,,tartan tartan tartan tartan tartan tartan tartan tartan tartan pattern pattern pattern pattern pattern pattern pattern pattern plaid plaid plaid plaid plaid plaid plaid plaid design design design design design design design ,0.8723855018615723,0.7991108298301697,0.7984277009963989,0.7321000099182129,,,,,,,003be2516c1aa025681cb520b11e950f/image_2.jpg,4,plaid_tartan_shirt,False,"plaid, tartan, shirt, button, design, pattern, product, sleeve, outerwear, jacket"
clothing,fashion,outerwear,design,pattern,pajamas,trousers,jeans,plaid,sleeve,clothing clothing clothing clothing clothing clothing clothing clothing clothing clothing fashion fashion fashion fashion fashion fashion fashion outerwear outerwear outerwear outerwear outerwear outerwear outerwear design design design design design design design pattern pattern pattern pattern pattern pattern pajamas pajamas pajamas pajamas pajamas pajamas trousers trousers trousers trousers trousers trousers jeans jeans jeans jeans jeans plaid plaid plaid plaid plaid sleeve sleeve sleeve sleeve sleeve ,0.9675665497779846,0.7447242140769958,0.716903805732727,0.6645288467407227,0.6416081190109253,0.6143798232078552,0.551372766494751,0.5259236693382263,0.5220588445663452,0.5065884590148926,00441ea132a1974d5609c3e38ee0f3ad/image_1.jpg,3,jeans_denim_trousers,False,"jeans, denim, trousers, clothing, shoulder, waist, fashion, sleeve, model, standing"
clothing,plaid,pattern,design,outerwear,tartan,sleeve,jeans,pajamas,denim,clothing clothing clothing clothing clothing clothing clothing clothing clothing clothing plaid plaid plaid plaid plaid plaid plaid plaid plaid pattern pattern pattern pattern pattern pattern pattern pattern design design design design design design design outerwear outerwear outerwear outerwear outerwear outerwear outerwear tartan tartan tartan tartan tartan tartan tartan sleeve sleeve sleeve sleeve sleeve sleeve sleeve jeans jeans jeans jeans jeans jeans jeans pajamas pajamas pajamas pajamas pajamas pajamas pajamas denim denim denim denim denim denim ,0.9654920101165771,0.8826342821121216,0.7572320103645325,0.7352533936500549,0.7345911860466003,0.6904523372650146,0.681710422039032,0.6714736223220825,0.6632832288742065,0.6068350672721863,00441ea132a1974d5609c3e38ee0f3ad/image_2.jpg,3,jeans_denim_trousers,False,"jeans, denim, trousers, clothing, shoulder, waist, fashion, sleeve, model, standing"
clothing,outerwear,sleeve,shoulder,fashion,fashion model,pattern,pattern,fashion design,plaid,clothing clothing clothing clothing clothing clothing clothing clothing clothing clothing outerwear outerwear outerwear outerwear outerwear outerwear outerwear outerwear sleeve sleeve sleeve sleeve sleeve sleeve sleeve sleeve shoulder shoulder shoulder shoulder shoulder shoulder shoulder fashion fashion fashion fashion fashion fashion fashion fashion model fashion model fashion model fashion model fashion model fashion model fashion model pattern pattern pattern pattern pattern pattern pattern pattern pattern pattern pattern fashion design fashion design fashion design fashion design fashion design plaid plaid plaid plaid plaid ,0.9744099378585815,0.7878865599632263,0.780418872833252,0.7413701415061951,0.7206549644470215,0.6851236820220947,0.6310905814170837,0.5307961702346802,0.5252324342727661,0.5244053602218628,00441ea132a1974d5609c3e38ee0f3ad/image_3.jpg,2,clothing_fashion_model,False,"clothing, fashion, model, blouse, shoulder, neck, sleeve, trousers, joint, pattern"
blue,sleeve,plaid,shirt,button,pattern,product,design,dress shirt,collar,blue blue blue blue blue blue blue blue blue blue sleeve sleeve sleeve sleeve sleeve sleeve sleeve sleeve sleeve plaid plaid plaid plaid plaid plaid plaid plaid plaid shirt shirt shirt shirt shirt shirt shirt shirt button button button button button button button button pattern pattern pattern pattern pattern pattern pattern pattern product product product product product product product product design design design design design design design dress shirt dress shirt dress shirt dress shirt dress shirt dress shirt dress shirt collar collar collar collar collar collar ,0.9682720899581909,0.9408378601074219,0.8921900391578674,0.8445634841918945,0.8313134908676147,0.8187897205352783,0.7933800220489502,0.7487425804138184,0.7109033465385437,0.5663882493972778,00441ea132a1974d5609c3e38ee0f3ad/image_4.jpg,4,plaid_tartan_shirt,False,"plaid, tartan, shirt, button, design, pattern, product, sleeve, outerwear, jacket"
blue,white,sleeve,plaid,shirt,button,pattern,product,design,dress shirt,blue blue blue blue blue blue blue blue blue blue white white white white white white white white white white sleeve sleeve sleeve sleeve sleeve sleeve sleeve sleeve sleeve plaid plaid plaid plaid plaid plaid plaid plaid shirt shirt shirt shirt shirt shirt shirt shirt button button button button button button button button pattern pattern pattern pattern pattern pattern pattern pattern product product product product product product product product design design design design design design design design dress shirt dress shirt dress shirt dress shirt dress shirt dress shirt dress shirt ,0.9681787490844727,0.9610060453414917,0.9241504669189453,0.8491764664649963,0.8410365581512451,0.8267551064491272,0.8248419761657715,0.794593870639801,0.7563782334327698,0.6971673369407654,00441ea132a1974d5609c3e38ee0f3ad/image_5.jpg,4,plaid_tartan_shirt,False,"plaid, tartan, shirt, button, design, pattern, product, sleeve, outerwear, jacket"
clothing,day dress,dress,sleeve,neck,cocktail dress,,,,,clothing clothing clothing clothing clothing clothing clothing clothing clothing clothing day dress day dress day dress day dress day dress day dress day dress day dress day dress day dress dress dress dress dress dress dress dress dress dress sleeve sleeve sleeve sleeve sleeve sleeve sleeve sleeve sleeve neck neck neck neck neck neck cocktail dress cocktail dress cocktail dress cocktail dress cocktail dress ,0.9755529165267944,0.961155354976654,0.9484957456588745,0.8629342913627625,0.6095473766326904,0.5252816081047058,,,,,0058938ea5683bf1d31079a23ee1d45a/image_1.jpg,9,dress_day_clothing,False,"dress, day, clothing, black, product, cocktail, shoulder, sleeve, pattern, neck"
clothing,fashion model,sleeve,outerwear,neck,pattern,design,blouse,jeans,trousers,clothing clothing clothing clothing clothing clothing clothing clothing clothing clothing fashion model fashion model fashion model fashion model fashion model fashion model fashion model fashion model sleeve sleeve sleeve sleeve sleeve sleeve sleeve sleeve outerwear outerwear outerwear outerwear outerwear outerwear outerwear neck neck neck neck neck neck neck pattern pattern pattern pattern pattern pattern pattern design design design design design design design blouse blouse blouse blouse blouse blouse blouse jeans jeans jeans jeans jeans jeans trousers trousers trousers trousers trousers ,0.9775934815406799,0.8469902276992798,0.8373732566833496,0.7431722283363342,0.7197023630142212,0.7102113962173462,0.692271888256073,0.6533193588256836,0.5827187299728394,0.544586181640625,0086be2ca961bfecf130c97cea71ada8/image_1.jpg,2,clothing_fashion_model,False,"clothing, fashion, model, blouse, shoulder, neck, sleeve, trousers, joint, pattern"
clothing,fashion model,shoulder,outerwear,pattern,design,polka dot,neck,costume,sleeve,clothing clothing clothing clothing clothing clothing clothing clothing clothing clothing fashion model fashion model fashion model fashion model fashion model fashion model fashion model fashion model fashion model shoulder shoulder shoulder shoulder shoulder shoulder shoulder shoulder outerwear outerwear outerwear outerwear outerwear outerwear outerwear pattern pattern pattern pattern pattern pattern pattern design design design design design design design polka dot polka dot polka dot polka dot polka dot polka dot polka dot neck neck neck neck neck neck costume costume costume costume costume costume sleeve sleeve sleeve sleeve sleeve sleeve ,0.9719475507736206,0.886559247970581,0.8114380240440369,0.7407621145248413,0.7241051197052002,0.7218157649040222,0.6949421167373657,0.6499442458152771,0.6434171795845032,0.6368620991706848,0086be2ca961bfecf130c97cea71ada8/image_2.jpg,2,clothing_fashion_model,False,"clothing, fashion, model, blouse, shoulder, neck, sleeve, trousers, joint, pattern"
clothing,fashion model,shoulder,sleeve,pattern,polka dot,design,neck,blouse,jeans,clothing clothing clothing clothing clothing clothing clothing clothing clothing clothing fashion model fashion model fashion model fashion model fashion model fashion model fashion model fashion model fashion model shoulder shoulder shoulder shoulder shoulder shoulder shoulder shoulder sleeve sleeve sleeve sleeve sleeve sleeve sleeve sleeve pattern pattern pattern pattern pattern pattern pattern polka dot polka dot polka dot polka dot polka dot polka dot polka dot design design design design design design design neck neck neck neck neck neck neck blouse blouse blouse blouse blouse blouse jeans jeans jeans jeans jeans jeans ,0.973744809627533,0.8502007722854614,0.83506840467453,0.8027591109275818,0.7391654849052429,0.7373248338699341,0.7312954068183899,0.7070448994636536,0.6391405463218689,0.5679240822792053,0086be2ca961bfecf130c97cea71ada8/image_3.jpg,2,clothing_fashion_model,False,"clothing, fashion, model, blouse, shoulder, neck, sleeve, trousers, joint, pattern"
black,white,sleeve,button,collar,pattern,outerwear,design,font,line,black black black black black black black black black black white white white white white white white white white white sleeve sleeve sleeve sleeve sleeve sleeve sleeve sleeve sleeve button button button button button button button button button collar collar collar collar collar collar collar collar collar pattern pattern pattern pattern pattern pattern pattern pattern outerwear outerwear outerwear outerwear outerwear outerwear outerwear outerwear design design design design design design design font font font font font font font line line line line line line line ,0.9575615525245667,0.9574755430221558,0.8588731288909912,0.8537834882736206,0.8506588339805603,0.8103237152099609,0.757927656173706,0.7497826814651489,0.7062990069389343,0.6539216637611389,0086be2ca961bfecf130c97cea71ada8/image_4.jpg,5,white_black_and,False,"white, black, and, line, art, dress, clothing, sleeve, product, footwear"
clothing,day dress,dress,fashion model,sleeve,nightwear,neck,costume,cover up,pattern,clothing clothing clothing clothing clothing clothing clothing clothing clothing clothing day dress day dress day dress day dress day dress day dress day dress day dress day dress day dress dress dress dress dress dress dress dress dress dress fashion model fashion model fashion model fashion model fashion model fashion model fashion model fashion model sleeve sleeve sleeve sleeve sleeve sleeve sleeve sleeve nightwear nightwear nightwear nightwear nightwear nightwear nightwear neck neck neck neck neck neck costume costume costume costume costume costume cover up cover up cover up cover up cover up cover up pattern pattern pattern pattern pattern ,0.9817930459976196,0.9601732492446899,0.9281458258628845,0.8314005732536316,0.7632431983947754,0.7058351039886475,0.5982837677001953,0.5845668911933899,0.5806275010108948,0.5109021663665771,008d4fcd3325e8d6370781a33d424418/image_1.jpg,7,dress_day_fashion,False,"dress, day, fashion, model, clothing, shoulder, neck, sleeve, nightwear, joint"
clothing,day dress,dress,shoulder,fashion model,sleeve,joint,pattern,costume,neck,clothing clothing clothing clothing clothing clothing clothing clothing clothing clothing day dress day dress day dress day dress day dress day dress day dress day dress day dress day dress dress dress dress dress dress dress dress dress dress shoulder shoulder shoulder shoulder shoulder shoulder shoulder shoulder fashion model fashion model fashion model fashion model fashion model fashion model fashion model fashion model sleeve sleeve sleeve sleeve sleeve sleeve sleeve sleeve joint joint joint joint joint joint joint pattern pattern pattern pattern pattern pattern costume costume costume costume costume costume neck neck neck neck neck neck ,0.9795317053794861,0.9580902457237244,0.9231005907058716,0.8021622896194458,0.7768935561180115,0.7623376846313477,0.7113206386566162,0.6265179514884949,0.5812851190567017,0.5563620328903198,008d4fcd3325e8d6370781a33d424418/image_2.jpg,7,dress_day_fashion,False,"dress, day, fashion, model, clothing, shoulder, neck, sleeve, nightwear, joint"
clothing,day dress,pink,dress,sleeve,product,magenta,nightwear,design,pattern,clothing clothing clothing clothing clothing clothing clothing clothing clothing clothing day dress day dress day dress day dress day dress day dress day dress day dress day dress day dress pink pink pink pink pink pink pink pink pink pink dress dress dress dress dress dress dress dress dress dress sleeve sleeve sleeve sleeve sleeve sleeve sleeve sleeve sleeve product product product product product product product product magenta magenta magenta magenta magenta magenta magenta nightwear nightwear nightwear nightwear nightwear nightwear nightwear design design design design design design design pattern pattern pattern pattern pattern pattern pattern ,0.9824646711349487,0.9599178433418274,0.9562421441078186,0.9535441398620605,0.8542486429214478,0.787912905216217,0.7286035418510437,0.7238059639930725,0.6763805150985718,0.666074275970459,008d4fcd3325e8d6370781a33d424418/image_3.jpg,9,dress_day_clothing,False,"dress, day, clothing, black, product, cocktail, shoulder, sleeve, pattern, neck"
blue,sleeve,plaid,cobalt blue,pattern,tartan,shirt,product,design,button,blue blue blue blue blue blue blue blue blue blue sleeve sleeve sleeve sleeve sleeve sleeve sleeve sleeve sleeve plaid plaid plaid plaid plaid plaid plaid plaid plaid cobalt blue cobalt blue cobalt blue cobalt blue cobalt blue cobalt blue cobalt blue cobalt blue pattern pattern pattern pattern pattern pattern pattern pattern tartan tartan tartan tartan tartan tartan tartan tartan shirt shirt shirt shirt shirt shirt shirt shirt product product product product product product product product design design design design design design design design button button button button button button button ,0.9683018922805786,0.9342741966247559,0.9330759048461914,0.8468008041381836,0.8298329710960388,0.7911972999572754,0.7908816337585449,0.7868526577949524,0.7515302896499634,0.732627809047699,008fc4e6341ac43d958ce9508b8b7e32/image_1.jpg,1,blue_dress_electric,False,"blue, dress, electric, cobalt, clothing, day, sleeve, model, fashion, shoulder"
blue,plaid,sleeve,cobalt blue,pattern,tartan,button,design,outerwear,product,blue blue blue blue blue blue blue blue blue blue plaid plaid plaid plaid plaid plaid plaid plaid plaid sleeve sleeve sleeve sleeve sleeve sleeve sleeve sleeve sleeve cobalt blue cobalt blue cobalt blue cobalt blue cobalt blue cobalt blue cobalt blue cobalt blue cobalt blue pattern pattern pattern pattern pattern pattern pattern pattern tartan tartan tartan tartan tartan tartan tartan tartan button button button button button button button button design design design design design design design design outerwear outerwear outerwear outerwear outerwear outerwear outerwear outerwear product product product product product product product ,0.9683255553245544,0.9431958198547363,0.9197242856025696,0.8584322929382324,0.8438549041748047,0.8200594186782837,0.7711544036865234,0.7694560885429382,0.7557091116905212,0.7421773076057434,008fc4e6341ac43d958ce9508b8b7e32/image_2.jpg,1,blue_dress_electric,False,"blue, dress, electric, cobalt, clothing, day, sleeve, model, fashion, shoulder"
blue,plaid,pattern,tartan,cobalt blue,product,sleeve,design,outerwear,electric blue,blue blue blue blue blue blue blue blue blue blue plaid plaid plaid plaid plaid plaid plaid plaid plaid pattern pattern pattern pattern pattern pattern pattern pattern pattern tartan tartan tartan tartan tartan tartan tartan tartan tartan cobalt blue cobalt blue cobalt blue cobalt blue cobalt blue cobalt blue cobalt blue cobalt blue cobalt blue product product product product product product product product sleeve sleeve sleeve sleeve sleeve sleeve sleeve sleeve design design design design design design design design outerwear outerwear outerwear outerwear outerwear outerwear outerwear outerwear electric blue electric blue electric blue electric blue electric blue electric blue electric blue ,0.9683386087417603,0.9129183292388916,0.8796694874763489,0.8624816536903381,0.8511143922805786,0.8209042549133301,0.7980916500091553,0.7879830002784729,0.7683086395263672,0.7082895636558533,008fc4e6341ac43d958ce9508b8b7e32/image_3.jpg,1,blue_dress_electric,False,"blue, dress, electric, cobalt, clothing, day, sleeve, model, fashion, shoulder"
clothing,dress,day dress,fashion model,costume,robe,sleeve,formal wear,,,clothing clothing clothing clothing clothing clothing clothing clothing clothing clothing dress dress dress dress dress dress dress dress day dress day dress day dress day dress day dress day dress day dress day dress fashion model fashion model fashion model fashion model fashion model fashion model fashion model fashion model costume costume costume costume costume costume costume robe robe robe robe robe robe sleeve sleeve sleeve sleeve sleeve sleeve formal wear formal wear formal wear formal wear formal wear ,0.9697900414466858,0.8430061340332031,0.8317044377326965,0.8002893924713135,0.727088451385498,0.6409016251564026,0.5785954594612122,0.5300297141075134,,,0096ec3c062eb9bdc9648d65053362a5/image_1.jpg,7,dress_day_fashion,False,"dress, day, fashion, model, clothing, shoulder, neck, sleeve, nightwear, joint"
clothing,dress,day dress,fashion model,sleeve,costume,,,,,clothing clothing clothing clothing clothing clothing clothing clothing clothing clothing dress dress dress dress dress dress dress dress day dress day dress day dress day dress day dress day dress day dress day dress fashion model fashion model fashion model fashion model fashion model fashion model fashion model fashion model sleeve sleeve sleeve sleeve sleeve sleeve sleeve costume costume costume costume costume ,0.9522460699081421,0.8424018025398254,0.7778794169425964,0.7653932571411133,0.6632553339004517,0.5031755566596985,,,,,0096ec3c062eb9bdc9648d65053362a5/image_2.jpg,7,dress_day_fashion,False,"dress, day, fashion, model, clothing, shoulder, neck, sleeve, nightwear, joint"
clothing,black,dress,sleeve,day dress,product,blouse,neck,,,clothing clothing clothing clothing clothing clothing clothing clothing clothing clothing black black black black black black black black black black dress dress dress dress dress dress dress dress sleeve sleeve sleeve sleeve sleeve sleeve sleeve sleeve day dress day dress day dress day dress day dress day dress product product product product product product blouse blouse blouse blouse blouse blouse neck neck neck neck neck ,0.9700776934623718,0.95378178358078,0.843343198299408,0.8111522793769836,0.6426714062690735,0.5807123780250549,0.5639317035675049,0.5050725340843201,,,0096ec3c062eb9bdc9648d65053362a5/image_3.jpg,9,dress_day_clothing,False,"dress, day, clothing, black, product, cocktail, shoulder, sleeve, pattern, neck"
fauna,wing,feather,organism,beak,bird of prey,art,bird,darkness,illustration,fauna fauna fauna fauna fauna fauna fauna fauna wing wing wing wing wing wing wing wing feather feather feather feather feather feather feather organism organism organism organism organism organism organism beak beak beak beak beak beak beak bird of prey bird of prey bird of prey bird of prey bird of prey bird of prey art art art art art art bird bird bird bird bird bird darkness darkness darkness darkness darkness darkness illustration illustration illustration illustration illustration illustration ,0.8311550617218018,0.7847157120704651,0.7243934869766235,0.6822028160095215,0.6524676084518433,0.6260135769844055,0.5894880890846252,0.5754286646842957,0.564190685749054,0.5519893169403076,0096ec3c062eb9bdc9648d65053362a5/image_4.jpg,0,font_product_accessory,False,"font, product, accessory, design, shorts, pattern, line, symmetry, red, textile"
clothing,purple,day dress,dress,fashion model,shoulder,costume,neck,sleeve,,clothing clothing clothing clothing clothing clothing clothing clothing clothing clothing purple purple purple purple purple purple purple purple purple day dress day dress day dress day dress day dress day dress day dress day dress dress dress dress dress dress dress dress dress fashion model fashion model fashion model fashion model fashion model fashion model fashion model fashion model shoulder shoulder shoulder shoulder shoulder shoulder shoulder shoulder costume costume costume costume costume costume neck neck neck neck neck neck sleeve sleeve sleeve sleeve sleeve sleeve ,0.9754335284233093,0.8685197830200195,0.8304677605628967,0.8285671472549438,0.8062008619308472,0.7571806907653809,0.6416119933128357,0.6277075409889221,0.6005167365074158,,01297d87b3b8102987406875cb30f391/image_1.jpg,7,dress_day_fashion,False,"dress, day, fashion, model, clothing, shoulder, neck, sleeve, nightwear, joint"
clothing,day dress,fashion model,dress,outerwear,costume,sleeve,girl,neck,,clothing clothing clothing clothing clothing clothing clothing clothing clothing clothing day dress day dress day dress day dress day dress day dress day dress day dress day dress fashion model fashion model fashion model fashion model fashion model fashion model fashion model fashion model dress dress dress dress dress dress dress dress outerwear outerwear outerwear outerwear outerwear outerwear outerwear costume costume costume costume costume costume costume sleeve sleeve sleeve sleeve sleeve sleeve girl girl girl girl girl girl neck neck neck neck neck ,0.9742893576622009,0.9142588376998901,0.8369353413581848,0.7891513109207153,0.7366434931755066,0.661975085735321,0.6020907759666443,0.5644577741622925,0.5000324249267578,,01297d87b3b8102987406875cb30f391/image_2.jpg,7,dress_day_fashion,False,"dress, day, fashion, model, clothing, shoulder, neck, sleeve, nightwear, joint"
